"gender","year","municipalities","value"
"Sex - TOTAL","2022","Ribnica",3676
"Sex - TOTAL","2022","Ribnica na Pohorju",91
"Sex - TOTAL","2022","Rogaška Slatina",5923
"Sex - TOTAL","2022","Rogašovci",310
"Sex - TOTAL","2022","Rogatec",835
"Sex - TOTAL","2022","Ruše",2163
"Sex - TOTAL","2022","Selnica ob Dravi",953
"Sex - TOTAL","2022","Semič",1197
"Sex - TOTAL","2022","Sevnica",5333
"Sex - TOTAL","2022","Sežana",6002
"Sex - TOTAL","2022","Slovenj Gradec",8279
"Sex - TOTAL","2022","Slovenska Bistrica",8957
"Sex - TOTAL","2022","Slovenske Konjice",5975
"Sex - TOTAL","2022","Sodražica",475
"Sex - TOTAL","2022","Solčava",150
"Sex - TOTAL","2022","Središče ob Dravi",335
"Sex - TOTAL","2022","Starše",548
"Sex - TOTAL","2022","Straža",893
"Sex - TOTAL","2022","Sveta Ana",227
"Sex - TOTAL","2022","Sveta Trojica v Slov. goricah",288
"Sex - TOTAL","2022","Sveti Andraž v Slov. goricah",147
"Sex - TOTAL","2022","Sveti Jurij ob Ščavnici",405
"Sex - TOTAL","2022","Sveti Jurij v Slov. goricah",201
"Sex - TOTAL","2022","Sveti Tomaž",110
"Sex - TOTAL","2022","Šalovci",184
"Sex - TOTAL","2022","Šempeter - Vrtojba",5891
"Sex - TOTAL","2022","Šenčur",3029
"Sex - TOTAL","2022","Šentilj",1615
"Sex - TOTAL","2022","Šentjernej",2214
"Sex - TOTAL","2022","Šentjur",5274
"Sex - TOTAL","2022","Šentrupert",1014
"Sex - TOTAL","2022","Škocjan",495
"Sex - TOTAL","2022","Škofja Loka",10744
"Sex - TOTAL","2022","Škofljica",2753
"Sex - TOTAL","2022","Šmarje pri Jelšah",2677
"Sex - TOTAL","2022","Šmarješke Toplice",851
"Sex - TOTAL","2022","Šmartno ob Paki",500
"Sex - TOTAL","2022","Šmartno pri Litiji",1359
"Sex - TOTAL","2022","Šoštanj",2517
"Sex - TOTAL","2022","Štore",1965
"Sex - TOTAL","2022","Tabor",185
"Sex - TOTAL","2022","Tišina",375
"Sex - TOTAL","2022","Tolmin",3799
"Sex - TOTAL","2022","Trbovlje",4246
"Sex - TOTAL","2022","Trebnje",4984
"Sex - TOTAL","2022","Trnovska vas",142
"Sex - TOTAL","2022","Trzin",5967
"Sex - TOTAL","2022","Tržič",3711
"Sex - TOTAL","2022","Turnišče",854
"Sex - TOTAL","2022","Velenje",16163
"Sex - TOTAL","2022","Velika Polana",208
"Sex - TOTAL","2022","Velike Lašče",758
"Sex - TOTAL","2022","Veržej",293
"Sex - TOTAL","2022","Videm",703
"Sex - TOTAL","2022","Vipava",1847
"Sex - TOTAL","2022","Vitanje",373
"Sex - TOTAL","2022","Vodice",1123
"Sex - TOTAL","2022","Vojnik",2250
"Sex - TOTAL","2022","Vransko",680
"Sex - TOTAL","2022","Vrhnika",4908
"Sex - TOTAL","2022","Vuzenica",438
"Sex - TOTAL","2022","Zagorje ob Savi",4407
"Sex - TOTAL","2022","Zavrč",204
"Sex - TOTAL","2022","Zreče",4178
"Sex - TOTAL","2022","Žalec",9387
"Sex - TOTAL","2022","Železniki",2876
"Sex - TOTAL","2022","Žetale",120
"Sex - TOTAL","2022","Žiri",2407
"Sex - TOTAL","2022","Žirovnica",771
"Sex - TOTAL","2022","Žužemberk",1056
"Sex - TOTAL","2023","Ajdovščina",7945
"Sex - TOTAL","2023","Ankaran/Ancarano",1019
"Sex - TOTAL","2023","Apače",455
"Sex - TOTAL","2023","Beltinci",1311
"Sex - TOTAL","2023","Benedikt",445
"Sex - TOTAL","2023","Bistrica ob Sotli",173
"Sex - TOTAL","2023","Bled",3176
"Sex - TOTAL","2023","Bloke",252
"Sex - TOTAL","2023","Bohinj",1592
"Sex - TOTAL","2023","Borovnica",878
"Sex - TOTAL","2023","Bovec",1268
"Sex - TOTAL","2023","Braslovče",1107
"Sex - TOTAL","2023","Brda",915
"Sex - TOTAL","2023","Brezovica",3929
"Sex - TOTAL","2023","Brežice",7383
"Sex - TOTAL","2023","Cankova",258
"Sex - TOTAL","2023","Celje",32109
"Sex - TOTAL","2023","Cerklje na Gorenjskem",4857
"Sex - TOTAL","2023","Cerknica",3681
"Sex - TOTAL","2023","Cerkno",1246
"Sex - TOTAL","2023","Cerkvenjak",375
"Sex - TOTAL","2023","Cirkulane",452
"Sex - TOTAL","2023","Črenšovci",565
"Sex - TOTAL","2023","Črna na Koroškem",653
"Sex - TOTAL","2023","Črnomelj",4559
"Sex - TOTAL","2023","Destrnik",273
"Sex - TOTAL","2023","Divača",961
"Sex - TOTAL","2023","Dobje",203
"Sex - TOTAL","2023","Dobrepolje",945
"Sex - TOTAL","2023","Dobrna",681
"Sex - TOTAL","2023","Dobrova - Polhov Gradec",1478
"Sex - TOTAL","2023","Dobrovnik/Dobronak",219
"Sex - TOTAL","2023","Dol pri Ljubljani",1977
"Sex - TOTAL","2023","Dolenjske Toplice",732
"Sex - TOTAL","2023","Domžale",12375
"Sex - TOTAL","2023","Dornava",804
"Sex - TOTAL","2023","Dravograd",2633
"Sex - TOTAL","2023","Duplek",920
"Sex - TOTAL","2023","Gorenja vas - Poljane",1772
"Sex - TOTAL","2023","Gorišnica",925
"Sex - TOTAL","2023","Gorje",448
"Sex - TOTAL","2023","Gornja Radgona",4437
"Sex - TOTAL","2023","Gornji Grad",447
"Sex - TOTAL","2023","Gornji Petrovci",309
"Sex - TOTAL","2023","Grad",203
"Sex - TOTAL","2023","Grosuplje",8290
"Sex - TOTAL","2023","Hajdina",1026
"Sex - TOTAL","2023","Hoče - Slivnica",4784
"Sex - TOTAL","2023","Hodoš/Hodos",19
"Sex - TOTAL","2023","Horjul",1138
"Sex - TOTAL","2023","Hrastnik",2401
"Sex - TOTAL","2023","Hrpelje - Kozina",1651
"Sex - TOTAL","2023","Idrija",5211
"Sex - TOTAL","2023","Ig",1904
"Sex - TOTAL","2023","Ilirska Bistrica",3368
"Sex - TOTAL","2023","Ivančna Gorica",5749
"Sex - TOTAL","2023","Izola/Isola",6293
"Sex - TOTAL","2023","Jesenice",7124
"Sex - TOTAL","2023","Jezersko",115
"Sex - TOTAL","2023","Juršinci",233
"Sex - TOTAL","2023","Kamnik",9243
"Sex - TOTAL","2023","Kanal",1258
"Sex - TOTAL","2023","Kidričevo",3386
"Sex - TOTAL","2023","Kobarid",938
"Sex - TOTAL","2023","Kobilje",46
"Sex - TOTAL","2023","Kočevje",4805
"Sex - TOTAL","2023","Komen",715
"Sex - TOTAL","2023","Komenda",4782
"Sex - TOTAL","2023","Koper/Capodistria",24901
"Sex - TOTAL","2023","Kostanjevica na Krki",752
"Sex - TOTAL","2023","Kostel",147
"Sex - TOTAL","2023","Kozje",513
"Sex - TOTAL","2023","Kranj",25353
"Sex - TOTAL","2023","Kranjska Gora",1521
"Sex - TOTAL","2023","Križevci",954
"Sex - TOTAL","2023","Krško",10572
"Sex - TOTAL","2023","Kungota",953
"Sex - TOTAL","2023","Kuzma",293
"Sex - TOTAL","2023","Laško",3548
"Sex - TOTAL","2023","Lenart",4338
"Sex - TOTAL","2023","Lendava/Lendva",3512
"Sex - TOTAL","2023","Litija",3893
"Sex - TOTAL","2023","Ljubljana",247841
"Sex - TOTAL","2023","Ljubno",1225
"Sex - TOTAL","2023","Ljutomer",4297
"Sex - TOTAL","2023","Log - Dragomer",602
"Sex - TOTAL","2023","Logatec",5172
"Sex - TOTAL","2023","Loška dolina",1326
"Sex - TOTAL","2023","Loški Potok",258
"Sex - TOTAL","2023","Lovrenc na Pohorju",499
"Sex - TOTAL","2023","Luče",364
"Sex - TOTAL","2023","Lukovica",1697
"Sex - TOTAL","2023","Majšperk",471
"Sex - TOTAL","2023","Makole",251
"Sex - TOTAL","2023","Maribor",65286
"Sex - TOTAL","2023","Markovci",980
"Sex - TOTAL","2023","Medvode",4839
"Sex - TOTAL","2023","Mengeš",4655
"Sex - TOTAL","2023","Metlika",2667
"Sex - TOTAL","2023","Mežica",1570
"Sex - TOTAL","2023","Miklavž na Dravskem polju",1387
"Sex - TOTAL","2023","Miren - Kostanjevica",1150
"Sex - TOTAL","2023","Mirna",886
"Sex - TOTAL","2023","Mirna Peč",478
"Sex - TOTAL","2023","Mislinja",698
"Sex - TOTAL","2023","Mokronog - Trebelno",677
"Sex - TOTAL","2023","Moravče",921
"Sex - TOTAL","2023","Moravske Toplice",1165
"Sex - TOTAL","2023","Mozirje",1154
"Sex - TOTAL","2023","Murska Sobota",12878
"Sex - TOTAL","2023","Muta",1272
"Sex - TOTAL","2023","Naklo",2474
"Sex - TOTAL","2023","Nazarje",2583
"Sex - TOTAL","2023","Nova Gorica",14781
"Sex - TOTAL","2023","Novo mesto",24667
"Sex - TOTAL","2023","Odranci",1195
"Sex - TOTAL","2023","Oplotnica",611
"Sex - TOTAL","2023","Ormož",2852
"Sex - TOTAL","2023","Osilnica",25
"Sex - TOTAL","2023","Pesnica",1717
"Sex - TOTAL","2023","Piran/Pirano",6152
"Sex - TOTAL","2023","Pivka",1823
"Sex - TOTAL","2023","Podčetrtek",1128
"Sex - TOTAL","2023","Podlehnik",352
"Sex - TOTAL","2023","Podvelka",304
"Sex - TOTAL","2023","Poljčane",1187
"Sex - TOTAL","2023","Polzela",1293
"Sex - TOTAL","2023","Postojna",6184
"Sex - TOTAL","2023","Prebold",2369
"Sex - TOTAL","2023","Preddvor",709
"Sex - TOTAL","2023","Prevalje",1677
"Sex - TOTAL","2023","Ptuj",14787
"Sex - TOTAL","2023","Puconci",958
"Sex - TOTAL","2023","Rače - Fram",1702
"Sex - TOTAL","2023","Radeče",1031
"Sex - TOTAL","2023","Radenci",1297
"Sex - TOTAL","2023","Radlje ob Dravi",2213
"Sex - TOTAL","2023","Radovljica",7105
"Sex - TOTAL","2023","Ravne na Koroškem",4896
"Sex - TOTAL","2023","Razkrižje",147
"Sex - TOTAL","2023","Rečica ob Savinji",490
"Sex - TOTAL","2023","Renče - Vogrsko",1286
"Sex - TOTAL","2023","Ribnica",3573
"Sex - TOTAL","2023","Ribnica na Pohorju",90
"Sex - TOTAL","2023","Rogaška Slatina",6090
"Sex - TOTAL","2023","Rogašovci",285
"Sex - TOTAL","2023","Rogatec",733
"Sex - TOTAL","2023","Ruše",2160
"Sex - TOTAL","2023","Selnica ob Dravi",971
"Sex - TOTAL","2023","Semič",1020
"Sex - TOTAL","2023","Sevnica",5390
"Sex - TOTAL","2023","Sežana",6040
"Sex - TOTAL","2023","Slovenj Gradec",8157
"Sex - TOTAL","2023","Slovenska Bistrica",9102
"Sex - TOTAL","2023","Slovenske Konjice",6134
"Sex - TOTAL","2023","Sodražica",466
"Sex - TOTAL","2023","Solčava",153
"Sex - TOTAL","2023","Središče ob Dravi",292
"Sex - TOTAL","2023","Starše",600
"Sex - TOTAL","2023","Straža",900
"Sex - TOTAL","2023","Sveta Ana",236
"Sex - TOTAL","2023","Sveta Trojica v Slov. goricah",288
"Sex - TOTAL","2023","Sveti Andraž v Slov. goricah",142
"Sex - TOTAL","2023","Sveti Jurij ob Ščavnici",404
"Sex - TOTAL","2023","Sveti Jurij v Slov. goricah",227
"Sex - TOTAL","2023","Sveti Tomaž",117
"Sex - TOTAL","2023","Šalovci",194
"Sex - TOTAL","2023","Šempeter - Vrtojba",5797
"Sex - TOTAL","2023","Šenčur",3072
"Sex - TOTAL","2023","Šentilj",1735
"Sex - TOTAL","2023","Šentjernej",2228
"Sex - TOTAL","2023","Šentjur",5221
"Sex - TOTAL","2023","Šentrupert",1008
"Sex - TOTAL","2023","Škocjan",484
"Sex - TOTAL","2023","Škofja Loka",10553
"Sex - TOTAL","2023","Škofljica",2796
"Sex - TOTAL","2023","Šmarje pri Jelšah",2714
"Sex - TOTAL","2023","Šmarješke Toplice",865
"Sex - TOTAL","2023","Šmartno ob Paki",514
"Sex - TOTAL","2023","Šmartno pri Litiji",1401
"Sex - TOTAL","2023","Šoštanj",2444
"Sex - TOTAL","2023","Štore",2017
"Sex - TOTAL","2023","Tabor",198
"Sex - TOTAL","2023","Tišina",386
"Sex - TOTAL","2023","Tolmin",3822
"Sex - TOTAL","2023","Trbovlje",4319
"Sex - TOTAL","2023","Trebnje",5145
"Sex - TOTAL","2023","Trnovska vas",129
"Sex - TOTAL","2023","Trzin",6096
"Sex - TOTAL","2023","Tržič",3830
"Sex - TOTAL","2023","Turnišče",863
"Sex - TOTAL","2023","Velenje",15995
"Sex - TOTAL","2023","Velika Polana",222
"Sex - TOTAL","2023","Velike Lašče",785
"Sex - TOTAL","2023","Veržej",293
"Sex - TOTAL","2023","Videm",755
"Sex - TOTAL","2023","Vipava",1925
"Sex - TOTAL","2023","Vitanje",408
"Sex - TOTAL","2023","Vodice",1074
"Sex - TOTAL","2023","Vojnik",2103
"Sex - TOTAL","2023","Vransko",672
"Sex - TOTAL","2023","Vrhnika",4990
"Sex - TOTAL","2023","Vuzenica",443
"Sex - TOTAL","2023","Zagorje ob Savi",4313
"Sex - TOTAL","2023","Zavrč",198
"Sex - TOTAL","2023","Zreče",4009
"Sex - TOTAL","2023","Žalec",9227
"Sex - TOTAL","2023","Železniki",2781
"Sex - TOTAL","2023","Žetale",115
"Sex - TOTAL","2023","Žiri",2388
"Sex - TOTAL","2023","Žirovnica",799
"Sex - TOTAL","2023","Žužemberk",1061
"Sex - TOTAL","2024","Ajdovščina",7952
"Sex - TOTAL","2024","Ankaran/Ancarano",1037
"Sex - TOTAL","2024","Apače",448
"Sex - TOTAL","2024","Beltinci",1345
"Sex - TOTAL","2024","Benedikt",446
"Sex - TOTAL","2024","Bistrica ob Sotli",188
"Sex - TOTAL","2024","Bled",3148
"Sex - TOTAL","2024","Bloke",243
"Sex - TOTAL","2024","Bohinj",1553
"Sex - TOTAL","2024","Borovnica",871
"Sex - TOTAL","2024","Bovec",1216
"Sex - TOTAL","2024","Braslovče",1164
"Sex - TOTAL","2024","Brda",901
"Sex - TOTAL","2024","Brezovica",3787
"Sex - TOTAL","2024","Brežice",7279
"Sex - TOTAL","2024","Cankova",248
"Sex - TOTAL","2024","Celje",31846
"Sex - TOTAL","2024","Cerklje na Gorenjskem",5046
"Sex - TOTAL","2024","Cerknica",3632
"Sex - TOTAL","2024","Cerkno",1184
"Sex - TOTAL","2024","Cerkvenjak",351
"Sex - TOTAL","2024","Cirkulane",384
"Sex - TOTAL","2024","Črenšovci",565
"Sex - TOTAL","2024","Črna na Koroškem",672
"Sex - TOTAL","2024","Črnomelj",4383
"Sex - TOTAL","2024","Destrnik",265
"Sex - TOTAL","2024","Divača",957
"Sex - TOTAL","2024","Dobje",209
"Sex - TOTAL","2024","Dobrepolje",929
"Sex - TOTAL","2024","Dobrna",704
"Sex - TOTAL","2024","Dobrova - Polhov Gradec",1528
"Sex - TOTAL","2024","Dobrovnik/Dobronak",228
"Sex - TOTAL","2024","Dol pri Ljubljani",1974
"Sex - TOTAL","2024","Dolenjske Toplice",758
"Sex - TOTAL","2024","Domžale",12368
"Sex - TOTAL","2024","Dornava",836
"Sex - TOTAL","2024","Dravograd",2597
"Sex - TOTAL","2024","Duplek",907
"Sex - TOTAL","2024","Gorenja vas - Poljane",1764
"Sex - TOTAL","2024","Gorišnica",929
"Sex - TOTAL","2024","Gorje",482
"Sex - TOTAL","2024","Gornja Radgona",4366
"Sex - TOTAL","2024","Gornji Grad",448
"Sex - TOTAL","2024","Gornji Petrovci",215
"Sex - TOTAL","2024","Grad",198
"Sex - TOTAL","2024","Grosuplje",8333
"Sex - TOTAL","2024","Hajdina",1141
"Sex - TOTAL","2024","Hoče - Slivnica",5150
"Sex - TOTAL","2024","Hodoš/Hodos",21
"Sex - TOTAL","2024","Horjul",1127
"Sex - TOTAL","2024","Hrastnik",2297
"Sex - TOTAL","2024","Hrpelje - Kozina",1549
"Sex - TOTAL","2024","Idrija",5126
"Sex - TOTAL","2024","Ig",1957
"Sex - TOTAL","2024","Ilirska Bistrica",3366
"Sex - TOTAL","2024","Ivančna Gorica",5562
"Sex - TOTAL","2024","Izola/Isola",6346
"Sex - TOTAL","2024","Jesenice",7128
"Sex - TOTAL","2024","Jezersko",114
"Sex - TOTAL","2024","Juršinci",222
"Sex - TOTAL","2024","Kamnik",9300
"Sex - TOTAL","2024","Kanal",1242
"Sex - TOTAL","2024","Kidričevo",3253
"Sex - TOTAL","2024","Kobarid",886
"Sex - TOTAL","2024","Kobilje",52
"Sex - TOTAL","2024","Kočevje",4667
"Sex - TOTAL","2024","Komen",728
"Sex - TOTAL","2024","Komenda",4811
"Sex - TOTAL","2024","Koper/Capodistria",24962
"Sex - TOTAL","2024","Kostanjevica na Krki",750
"Sex - TOTAL","2024","Kostel",130
"Sex - TOTAL","2024","Kozje",504
"Sex - TOTAL","2024","Kranj",24608
"Sex - TOTAL","2024","Kranjska Gora",1499
"Sex - TOTAL","2024","Križevci",955
"Sex - TOTAL","2024","Krško",10619
"Sex - TOTAL","2024","Kungota",994
"Sex - TOTAL","2024","Kuzma",284
"Sex - TOTAL","2024","Laško",3374
"Sex - TOTAL","2024","Lenart",4139
"Sex - TOTAL","2024","Lendava/Lendva",4192
"Sex - TOTAL","2024","Litija",3982
"Sex - TOTAL","2024","Ljubljana",248135
"Sex - TOTAL","2024","Ljubno",1250
"Sex - TOTAL","2024","Ljutomer",4243
"Sex - TOTAL","2024","Log - Dragomer",604
"Sex - TOTAL","2024","Logatec",5271
"Sex - TOTAL","2024","Loška dolina",1305
"Sex - TOTAL","2024","Loški Potok",253
"Sex - TOTAL","2024","Lovrenc na Pohorju",462
"Sex - TOTAL","2024","Luče",386
"Sex - TOTAL","2024","Lukovica",1807
"Sex - TOTAL","2024","Majšperk",452
"Sex - TOTAL","2024","Makole",212
"Sex - TOTAL","2024","Maribor",64559
"Sex - TOTAL","2024","Markovci",915
"Sex - TOTAL","2024","Medvode",4846
"Sex - TOTAL","2024","Mengeš",4793
"Sex - TOTAL","2024","Metlika",2613
"Sex - TOTAL","2024","Mežica",1561
"Sex - TOTAL","2024","Miklavž na Dravskem polju",1311
"Sex - TOTAL","2024","Miren - Kostanjevica",1111
"Sex - TOTAL","2024","Mirna",882
"Sex - TOTAL","2024","Mirna Peč",475
"Sex - TOTAL","2024","Mislinja",750
"Sex - TOTAL","2024","Mokronog - Trebelno",682
"Sex - TOTAL","2024","Moravče",941
"Sex - TOTAL","2024","Moravske Toplice",1174
"Sex - TOTAL","2024","Mozirje",1078
"Sex - TOTAL","2024","Murska Sobota",12817
"Sex - TOTAL","2024","Muta",1177
"Sex - TOTAL","2024","Naklo",2600
"Sex - TOTAL","2024","Nazarje",2740
"Sex - TOTAL","2024","Nova Gorica",14736
"Sex - TOTAL","2024","Novo mesto",24811
"Sex - TOTAL","2024","Odranci",1177
"Sex - TOTAL","2024","Oplotnica",611
"Sex - TOTAL","2024","Ormož",2915
"Sex - TOTAL","2024","Osilnica",25
"Sex - TOTAL","2024","Pesnica",1762
"Sex - TOTAL","2024","Piran/Pirano",6202
"Sex - TOTAL","2024","Pivka",1830
"Sex - TOTAL","2024","Podčetrtek",1219
"Sex - TOTAL","2024","Podlehnik",348
"Sex - TOTAL","2024","Podvelka",296
"Sex - TOTAL","2024","Poljčane",1101
"Sex - TOTAL","2024","Polzela",1372
"Sex - TOTAL","2024","Postojna",6177
"Sex - TOTAL","2024","Prebold",2255
"Sex - TOTAL","2024","Preddvor",700
"Sex - TOTAL","2024","Prevalje",1657
"Sex - TOTAL","2024","Ptuj",14999
"Sex - TOTAL","2024","Puconci",978
"Sex - TOTAL","2024","Rače - Fram",1887
"Sex - TOTAL","2024","Radeče",1069
"Sex - TOTAL","2024","Radenci",1297
"Sex - TOTAL","2024","Radlje ob Dravi",2158
"Sex - TOTAL","2024","Radovljica",6883
"Sex - TOTAL","2024","Ravne na Koroškem",4869
"Sex - TOTAL","2024","Razkrižje",132
"Sex - TOTAL","2024","Rečica ob Savinji",523
"Sex - TOTAL","2024","Renče - Vogrsko",1291
"Sex - TOTAL","2024","Ribnica",3478
"Sex - TOTAL","2024","Ribnica na Pohorju",92
"Sex - TOTAL","2024","Rogaška Slatina",5915
"Sex - TOTAL","2024","Rogašovci",293
"Sex - TOTAL","2024","Rogatec",728
"Sex - TOTAL","2024","Ruše",2105
"Sex - TOTAL","2024","Selnica ob Dravi",955
"Sex - TOTAL","2024","Semič",1022
"Sex - TOTAL","2024","Sevnica",5286
"Sex - TOTAL","2024","Sežana",6011
"Sex - TOTAL","2024","Slovenj Gradec",8062
"Sex - TOTAL","2024","Slovenska Bistrica",8917
"Sex - TOTAL","2024","Slovenske Konjice",5961
"Sex - TOTAL","2024","Sodražica",465
"Sex - TOTAL","2024","Solčava",152
"Sex - TOTAL","2024","Središče ob Dravi",313
"Sex - TOTAL","2024","Starše",599
"Sex - TOTAL","2024","Straža",897
"Sex - TOTAL","2024","Sveta Ana",228
"Sex - TOTAL","2024","Sveta Trojica v Slov. goricah",314
"Sex - TOTAL","2024","Sveti Andraž v Slov. goricah",148
"Sex - TOTAL","2024","Sveti Jurij ob Ščavnici",410
"Sex - TOTAL","2024","Sveti Jurij v Slov. goricah",216
"Sex - TOTAL","2024","Sveti Tomaž",122
"Sex - TOTAL","2024","Šalovci",199
"Sex - TOTAL","2024","Šempeter - Vrtojba",5515
"Sex - TOTAL","2024","Šenčur",3118
"Sex - TOTAL","2024","Šentilj",1726
"Sex - TOTAL","2024","Šentjernej",2232
"Sex - TOTAL","2024","Šentjur",5259
"Sex - TOTAL","2024","Šentrupert",1031
"Sex - TOTAL","2024","Škocjan",530
"Sex - TOTAL","2024","Škofja Loka",10673
"Sex - TOTAL","2024","Škofljica",2743
"Sex - TOTAL","2024","Šmarje pri Jelšah",2685
"Sex - TOTAL","2024","Šmarješke Toplice",868
"Sex - TOTAL","2024","Šmartno ob Paki",527
"Sex - TOTAL","2024","Šmartno pri Litiji",1395
"Sex - TOTAL","2024","Šoštanj",2452
"Sex - TOTAL","2024","Štore",1939
"Sex - TOTAL","2024","Tabor",194
"Sex - TOTAL","2024","Tišina",380
"Sex - TOTAL","2024","Tolmin",3729
"Sex - TOTAL","2024","Trbovlje",4217
"Sex - TOTAL","2024","Trebnje",5144
"Sex - TOTAL","2024","Trnovska vas",142
"Sex - TOTAL","2024","Trzin",6006
"Sex - TOTAL","2024","Tržič",3793
"Sex - TOTAL","2024","Turnišče",817
"Sex - TOTAL","2024","Velenje",16795
"Sex - TOTAL","2024","Velika Polana",229
"Sex - TOTAL","2024","Velike Lašče",780
"Sex - TOTAL","2024","Veržej",309
"Sex - TOTAL","2024","Videm",778
"Sex - TOTAL","2024","Vipava",1936
"Sex - TOTAL","2024","Vitanje",398
"Sex - TOTAL","2024","Vodice",1087
"Sex - TOTAL","2024","Vojnik",2058
"Sex - TOTAL","2024","Vransko",684
"Sex - TOTAL","2024","Vrhnika",4938
"Sex - TOTAL","2024","Vuzenica",431
"Sex - TOTAL","2024","Zagorje ob Savi",4344
"Sex - TOTAL","2024","Zavrč",248
"Sex - TOTAL","2024","Zreče",3738
"Sex - TOTAL","2024","Žalec",9138
"Sex - TOTAL","2024","Železniki",2690
"Sex - TOTAL","2024","Žetale",115
"Sex - TOTAL","2024","Žiri",2293
"Sex - TOTAL","2024","Žirovnica",805
"Sex - TOTAL","2024","Žužemberk",1035
"Men","2000","Ajdovščina",3829
"Men","2000","Ankaran/Ancarano",NA
"Men","2000","Apače",NA
"Men","2000","Beltinci",713
"Men","2000","Benedikt",107
"Men","2000","Bistrica ob Sotli",117
"Men","2000","Bled",1917
"Men","2000","Bloke",166
"Men","2000","Bohinj",713
"Men","2000","Borovnica",291
"Men","2000","Bovec",545
"Men","2000","Braslovče",384
"Men","2000","Brda",278
"Men","2000","Brezovica",907
"Men","2000","Brežice",3383
"Men","2000","Cankova",166
"Men","2000","Celje",15940
"Men","2000","Cerklje na Gorenjskem",1203
"Men","2000","Cerknica",1647
"Men","2000","Cerkno",987
"Men","2000","Cerkvenjak",68
"Men","2000","Cirkulane",NA
"Men","2000","Črenšovci",340
"Men","2000","Črna na Koroškem",399
"Men","2000","Črnomelj",2801
"Men","2000","Destrnik",92
"Men","2000","Divača",820
"Men","2000","Dobje",54
"Men","2000","Dobrepolje",405
"Men","2000","Dobrna",149
"Men","2000","Dobrova - Polhov Gradec",560
"Men","2000","Dobrovnik/Dobronak",72
"Men","2000","Dol pri Ljubljani",525
"Men","2000","Dolenjske Toplice",303
"Men","2000","Domžale",5946
"Men","2000","Dornava",188
"Men","2000","Dravograd",1468
"Men","2000","Duplek",338
"Men","2000","Gorenja vas - Poljane",591
"Men","2000","Gorišnica",350
"Men","2000","Gorje",NA
"Men","2000","Gornja Radgona",2316
"Men","2000","Gornji Grad",217
"Men","2000","Gornji Petrovci",130
"Men","2000","Grad",93
"Men","2000","Grosuplje",2769
"Men","2000","Hajdina",364
"Men","2000","Hoče - Slivnica",2007
"Men","2000","Hodoš/Hodos",32
"Men","2000","Horjul",383
"Men","2000","Hrastnik",1886
"Men","2000","Hrpelje - Kozina",697
"Men","2000","Idrija",3040
"Men","2000","Ig",463
"Men","2000","Ilirska Bistrica",2174
"Men","2000","Ivančna Gorica",1395
"Men","2000","Izola/Isola",2334
"Men","2000","Jesenice",4535
"Men","2000","Jezersko",67
"Men","2000","Juršinci",66
"Men","2000","Kamnik",4230
"Men","2000","Kanal",903
"Men","2000","Kidričevo",1804
"Men","2000","Kobarid",508
"Men","2000","Kobilje",58
"Men","2000","Kočevje",3213
"Men","2000","Komen",435
"Men","2000","Komenda",474
"Men","2000","Koper/Capodistria",11830
"Men","2000","Kostanjevica na Krki",NA
"Men","2000","Kostel",76
"Men","2000","Kozje",267
"Men","2000","Kranj",14068
"Men","2000","Kranjska Gora",699
"Men","2000","Križevci",376
"Men","2000","Krško",5893
"Men","2000","Kungota",426
"Men","2000","Kuzma",47
"Men","2000","Laško",2270
"Men","2000","Lenart",1868
"Men","2000","Lendava/Lendva",2668
"Men","2000","Litija",2249
"Men","2000","Ljubljana",92545
"Men","2000","Ljubno",264
"Men","2000","Ljutomer",2366
"Men","2000","Log - Dragomer",NA
"Men","2000","Logatec",1943
"Men","2000","Loška dolina",949
"Men","2000","Loški Potok",173
"Men","2000","Lovrenc na Pohorju",345
"Men","2000","Luče",127
"Men","2000","Lukovica",391
"Men","2000","Majšperk",285
"Men","2000","Makole",NA
"Men","2000","Maribor",32087
"Men","2000","Markovci",243
"Men","2000","Medvode",2051
"Men","2000","Mengeš",1886
"Men","2000","Metlika",1610
"Men","2000","Mežica",729
"Men","2000","Miklavž na Dravskem polju",569
"Men","2000","Miren - Kostanjevica",544
"Men","2000","Mirna",NA
"Men","2000","Mirna Peč",110
"Men","2000","Mislinja",296
